Query ID,Question,Complexity Level,Query Type,Expected Answer (Ground Truth),Generated Response,Accuracy Score,Response Latency (Seconds),,,,,,Complexity Level,Mean Accuracy Score,Mean Latency (Seconds)
194,What's the maximum time I can take for a leave of absence (LOA)?,medium,direct,"A leave of absence (LOA) should not normally exceed one academic year. While it can be extended, if your total leave goes beyond two (2) years, you will lose your residency status."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions you may have about our policies.

Based on the information provided in the Student Handbook 2021, the maximum time for a Leave of Absence (LOA) is typically one academic year. However, it's important to note that the duration of the LOA may vary depending on the specific circumstances and the policies of your college or program.

If you're interested in taking a leave of absence, you'll need to follow the proper process outlined in the Student Handbook. This usually involves submitting an application form, providing supporting documents, and following up with the relevant offices. It's best to consult with your college or program's office for more detailed information on their specific LOA policies and procedures.

Remember, taking a leave of absence can affect your academic standing and your ability to graduate on time. It's important to carefully consider whether a leave of absence is the best option for your situation and to communicate effectively with your college or program to ensure a smooth process.

If you have any further questions or need additional guidance, please don't hesitate to ask. I'm here to help!",0.8,9.27,,,,,,,,
195,I'm in a 4-year degree program. What's the maximum number of years I'm allowed to stay in the college to finish it?,medium,scenario,"For a regular student, you should finish the program within the prescribed number of years (4 years). However, you are allowed a grace period of two semesters, or one year, to complete it. This means you have a total of 5 years."," Hello! I'm AmBOT, your helpful student assistant at EARIST.

Based on the information provided in the Student Handbook 2021, the maximum number of years you are allowed to stay in the college to finish a 4-year degree program is 5 years. However, if you are an athlete scholar, you may be allowed an additional year, making it a total of 6 years to complete your degree.

It's important to note that this is the maximum allowed time and you should aim to graduate within the prescribed years (4 or 5 years) to maintain your residency status. If you need more time, you can apply for a Leave of Absence (LOA) for non-academic/non-disciplinary reasons, but this should not exceed one academic year.

If you have any further questions or concerns, please don't hesitate to ask! I'm here to help.",1,8.86,,,,,,,,
196,I'm a working student in a 4-year course. Do I also have a 5-year maximum tenure like regular students?,hard,adversarial,"No, the policy for working students is different. You may finish your academic program within a period that is one and one-half (1.5) times the normal length of the program. For a 4-year program, that would be 6 years."," I'm sorry, I don't have that specific information in my current data. However, based on the provided text, it seems that working students are allowed a period equivalent to 1.5 times the normal length of the program. So, if you are a working student in a 4-year course, you would have a maximum of 6 years to complete your program, plus a 1-year grace period. Please refer to the Student Handbook 2021 for more detailed information on this policy. If you have any further questions or concerns, please don't hesitate to ask.",1,7.33,,,,,,,,
197,What's the GWA range to graduate Cum Laude?,easy,direct,"To graduate with Cum Laude honors, your cumulative grade point average must be between 1.7500 and 1.5001."," Hello! I'm AmBOT, your helpful student assistant at EARIST.

To graduate Cum Laude, you need to maintain a GWA (General Weighted Average) between 1.25 and 1.50. This means that your average grade across all your courses should fall within this range.

It's important to note that to be eligible for Cum Laude honors, you must also meet other requirements, such as completing at least 75% of your academic units at EARIST, maintaining a residence of at least three years prior to graduation, and having no final grade lower than 2.25 in any course.

If you have any more questions or need further assistance, please don't hesitate to ask! I'm here to help.",0,7.96,,,,,,,,
198,I'm a transferee. Can I still graduate with honors?,medium,scenario,"Yes, as long as you meet all the requirements. For transferees, this includes completing at least 75% of the total number of academic units required for graduation at EARIST and being in residence for at least three (3) years right before graduation."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions you may have about your enrollment process.

As a transferee, you can still graduate with honors as long as you meet the required cumulative grade point averages (GPA) and other qualifications. To be eligible for honors, you must:

1. Carry the normal load prescribed in the curriculum.
2. Complete the program within the prescribed years (4 or 5 years).
3. Complete at least 75% of academic units at EARIST.
4. Maintain a residence of at least three years prior to graduation.
5. Have no final grade lower than 2.25 in any course (academic or non-academic).
6. Have no grades of Incomplete, Dropped, or 5.0 (Failed) in any course taken at EARIST or any other institution.
7. Have never repeated a course.

If you meet these criteria and maintain a high GPA, you can graduate with honors. Remember to keep track of your grades and ensure you're meeting the requirements for honors. If you have any questions or concerns, feel free to reach out to the Admissions Unit or the Registrar's Office for assistance.

Good luck with your enrollment process!",1,10.55,,,,,,,,
199,I'm aiming for Cum Laude and my GWA is 1.7. But I failed one subject in my first year. Am I still eligible?,medium,scenario,"No, you are not eligible. A requirement for graduating with honors is to have no final grades of 5.0 in any academic or non-academic course."," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'm here to guide you through your academic policies and requirements.

Based on the information provided in the Student Handbook 2021, you are eligible to graduate with honors if you meet the following cumulative grade point averages (GPA):

* **Summa cum Laude:** 1.0000 to 1.2500
* **Magna cum Laude:** 1.2501 to 1.5000
* **Cum Laude:** 1.5001 to 1.7500

To qualify for honors, you must:

1. Carry the normal load prescribed in the curriculum.
2. Complete the program within the prescribed years (4 or 5 years).
3. Complete at least 75% of academic units at EARIST.
4. Maintain a residence of at least three years prior to graduation.
5. Have no final grade lower than 2.25 in any course (academic or non-academic).
6. Have no grades of Incomplete, Dropped, or 5.0 (Failed) in any course taken at EARIST or any other institution.
7. Have never repeated a course.

Since you have failed one subject in your first year, you may still be eligible for honors if you meet the other requirements. However, it's important to note that the failure of a subject may affect your overall GPA and your chances of achieving honors.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.6,11.84,,,,,,,,
200,"For graduating with honors, do they include PE and NSTP grades in the GWA computation?",medium,adversarial,"Yes, when computing the final average for honors, grades in all accredited academic courses, including P.E. and NSTP, are included."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about graduating with honors, the GWA computation for honors does include both PE and NSTP grades. According to the Student Handbook 2021, the GWA is calculated by taking the average of all grades earned in the student's academic career, including PE and NSTP grades.

It's important to note that the requirements for graduating with honors may vary depending on the college or program you are in. However, the GWA requirement for honors typically ranges from 90% to 95%. It's always a good idea to check with your college or program's specific guidelines to ensure you meet the requirements.

If you have any further questions or need additional assistance, please don't hesitate to ask. I'm here to help!",0.9,7.69,,,,,,,,
201,What is the 'Student Assistance' program?,easy,direct,"It is a term-employment program for students, allowing them to work up to 100 hours per month. The pay is P30.00 per hour for non-technical skills and P75.00 per hour for technical skills."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you understand the 'Student Assistance' program.

According to the EARIST Student Handbook 2021, Article IV, Section 5, the Institute provides a Student Assistance program. This refers to term-employment of not more than 100 hours per month. The wage rates are P30.00 per hour for non-technical skills and P75.00 per hour for technical skills. To qualify for Student Assistance, an applicant must be a bonafide student with at least one semester of residence, no failing grades in the previous semester, and a weighted average of at least 2.50.

This program is designed to help students earn a little extra money while they study. It's a great opportunity for students who need additional funds to cover their expenses or who want to save up for future goals.

If you have any questions about the program or how to apply, please don't hesitate to ask. I'll do my best to provide you with all the information you need.",1,9,,,,,,,,
202,What are the requirements to become a student assistant (SA)?,medium,paraphrased,"To be an applicant for Student Assistance, you must be a bonafide student, have been at EARIST for at least one semester, have no failing grades in the previous semester, and maintain a weighted average of 2.50 or better."," Hello! I'm AmBOT, your helpful student assistant at EARIST. To become a student assistant, you must meet the following requirements:

1. **Be a bonafide student:** You must be a currently enrolled student at EARIST with at least one semester of residence.
2. **Maintain good academic standing:** You must not have any failing grades or dropped subjects in the previous semester, and your weighted average must be at least 2.50.
3. **Apply for the Student Assistance program:** You can apply for the Student Assistance program by submitting the required documents, including your application form, transcript, and proof of residency.
4. **Attend the orientation:** After being accepted into the program, you will need to attend an orientation session to learn more about your duties and responsibilities as a student assistant.

If you have any further questions or need assistance with the application process, please don't hesitate to ask! I'm here to help.",1,8.57,,,,,,,,
203,Can I be a recipient of the Tulong Dunong Program and another government scholarship at the same time?,medium,adversarial,"No, the 'Policy on No Dual Scholarship' states that a student cannot have more than one (1) scholarship or grant simultaneously. You would have to choose which one is more beneficial."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about the Tulong Dunong Program and other government scholarships, I can provide you with the following information based on the EARIST Student Handbook 2021.

Under Article IV, Section 6, the Institute enforces a ""No Dual Scholarship"" policy. This means that a student shall not enjoy more than one scholarship or grant simultaneously. If a student is a recipient of multiple grants, they must choose the most beneficial one and inform the Accounting Department.

However, it's important to note that the Tulong Dunong Program is specifically designed for Filipino citizens who are dependents of Overseas Filipino Workers (OFWs) who were repatriated, displaced, or deceased during the COVID-19 Pandemic. As such, it's possible that you might be eligible for both the Tulong Dunong Program and another government scholarship, depending on your circumstances.

If you're interested in applying for the Tulong Dunong Program, you'll need to meet the following requirements:

1. Be a Filipino citizen.
2. Be enrolled and carrying a regular load of 18 units (except for graduating students).
3. Not have a failing grade or dropped subject in the previous semester.
4. Not have been expelled from any HEI.
5. Not exceed the Maximum Residency Policy.
6. Be a dependent of an Overseas Filipino Worker (OFW) who was repatriated, displaced, or deceased during the COVID-19 Pandemic, as certified by DOLE.

If you meet these requirements and are also eligible for another government scholarship, you may be able to apply for both programs. However, you'll need to ensure that you comply with the ""No Dual Scholarship"" policy and inform the Accounting Department if you're selected for multiple grants.

I hope this information helps you understand the policy regarding dual scholarships at EARIST. If you have any further questions or need assistance with your application, please don't hesitate to ask. I'm here to help!",1,13.49,,,,,,,,
204,My father works at EARIST. Can I get a scholarship?,medium,scenario,"Yes, EARIST provides a 'Faculty and Employees Union Scholarship' to qualified children of all employees who are enrolled in the Institute."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question.

First, let me clarify that EARIST offers scholarships for students who meet specific qualifications and requirements. While your father works at EARIST, it doesn't automatically mean you'll receive a scholarship. However, there are scholarships available for dependents of Overseas Filipino Workers (OFWs) who were repatriated, displaced, or deceased during the COVID-19 Pandemic, as long as you meet the other criteria.

To be eligible for the Tulong Dunong Program, you must be a Filipino citizen, enrolled, and carrying a regular load of 18 units (except for graduating students). You must also not have a failing grade or dropped subject in the previous semester, not have been expelled from any HEI, and not exceed the Maximum Residency Policy. Additionally, you must provide the necessary documents, such as a Scholarship Form, copies of current and previous Certificates of Registration (COR), copies of current and previous Reports of Grades, and a photocopy of the School I.D. with three specimen signatures.

If you meet these qualifications and requirements, you can apply for the Tulong Dunong Program. Please note that there are other scholarships available at EARIST as well, such as the Tertiary Education Program and the Faculty and Employees Union Scholarship.

If you have any further questions or need assistance with the application process, please don't hesitate to ask. I'm here to help!",0.8,11.58,,,,,,,,
205,What's the required haircut for guys?,easy,direct,"Male students are required to have a clean haircut, specified as a 'barber's cut 2” x 3”', and it must not have highlights.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.42,,,,,,,,
206,When are we allowed to wear 'civilian' clothes or non-uniform?,medium,paraphrased,"The handbook specifies what to wear each day. The prescribed uniform is for Mondays, Wednesdays, and Fridays. College shirts may be worn on Tuesdays and Thursdays, and organizational shirts on Saturdays. It doesn't mention a 'civilian' day.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.43,,,,,,,,
207,I lost my ID again. This is the second time. What's the penalty?,medium,scenario,"Losing your ID for the second time is considered 'Negligence,' which is a minor offense, and it requires a parent conference."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your lost ID, according to the EARIST Citizen's Charter 2025, if you lose your school ID for the second time, you will need to go through the re-issuance process. This involves submitting an 'Affidavit of Loss' from a Notary Public, along with other required documents, to the Registrar's Office. After that, you will need to pay a 200.00 fee at the Cashier's Office.

Once all the necessary steps have been completed, you will receive a new ID. It's important to note that losing your ID more than twice may result in disciplinary action, as per the EARIST Student Handbook 2021. However, I recommend that you consult with the Registrar's Office or the Office of Student Affairs for more information on the specific consequences for losing your ID multiple times.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.7,8.75,,,,,,,,
208,I lost my ID for the third time... is that still just a minor offense?,hard,adversarial,"No, a third loss of your ID is considered 'Gross Negligence' and is classified as a major offense. This will subject you to discipline probation and requires a parent conference."," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'm here to guide you through your questions about student discipline and corrective measures.

Based on the information provided in the Student Handbook 2021, losing your ID for the third time is still classified as a minor offense. However, it's important to note that if you lose your ID more than three times during your entire stay at EARIST, it could be considered a habitual disregard of policies, which is a major offense.

For minor offenses, the first offense typically results in a written warning, the second offense in a written reprimand requiring a letter from parents (parents may be invited for a conference), and the third offense in being charged as a major offense or a written reprimand requiring a mandatory parent conference.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0,8.37,,,,,,,,
209,Are guys allowed to wear earrings on campus?,easy,paraphrased,"No, male students are not allowed to wear earrings. This is listed as a minor offense.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.38,,,,,,,,
210,"My job requires me to have long hair, but the handbook says I need a barber's cut. What can I do?",medium,scenario,You can get an exemption. The handbook states that working students who need a different hairstyle for their job can get a special permit from the OSAS.,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.46,,,,,,,,
211,Is cheating on an exam a major or minor offense?,easy,direct,Cheating or any form of dishonesty related to class work or examinations is classified as a major offense.," Cheating on an exam is a major offense. According to the EARIST Student Handbook 2021, under Article VI, Section 4.1.1, major offenses include cheating in any form during examinations or written reports, which carries significant disciplinary sanctions.",1,5.92,,,,,,,,
212,What's the penalty for getting caught copying on a quiz?,easy,paraphrased,Copying from classmates during quizzes or examinations is classified as a minor offense.,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.52,,,,,,,,
213,This is confusing. Is 'cheating' a major offense or a minor offense?,hard,adversarial,"The handbook lists 'Cheating or any form of dishonesty in relation to class work or examinations' as a major offense. However, it also lists 'Copying from classmates during quizzes or examinations' as a minor offense. You should probably assume the more serious classification."," I'm sorry to hear that you're feeling confused. Let me help clarify the situation.

According to the EARIST Student Handbook 2021, ""cheating in any form during examinations or written reports, including unauthorized possession of notes, copying, allowing others to copy, looking at another's paper, having someone else take an exam, plagiarism, or other forms of academic dishonesty"" is classified as a Major Offense. This means that it carries significant disciplinary sanctions, such as warning, suspension, probation, non-readmission, or dismissal.

On the other hand, ""simple acts of disrespect in words or deeds against any member of the community or visitor"" are considered Minor Offenses. These offenses typically result in less severe consequences, such as a warning or a fine.

It's important to remember that the specific disciplinary action taken for a particular offense depends on the severity of the offense and the Institute's policies. If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",1,8.99,,,,,,,,
214,Am I allowed to bring or drink alcohol on campus?,easy,direct,"No, bringing or drinking liquor or other intoxicating drinks inside the school premises is a major offense. Being drunk on campus is also a major offense."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question.

According to the Student Handbook 2021, under Article VII, Disciplinary Sanctions, and Academic Penalties, Section 1, Warning or Reprimand, it is stated that bringing or drinking alcohol on campus is a minor offense. This means that it is punishable by a warning or reprimand, which is given for the first and second incident of a minor offense.

It's important to note that while alcohol may be allowed on campus, it is still subject to certain rules and regulations. For example, students are not allowed to enter premises for sports or recreational activities on Saturdays, Sundays, and Holidays without prior authority from the President. Additionally, students are not allowed to bring in domesticated animals or pets.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0,8.77,,,,,,,,
215,Is it okay if I join a student org that isn't officially recognized by the school?,medium,paraphrased,"No, it is not okay. Membership in an unrecognized student organization is listed as a major offense."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question.

According to the Student Handbook 2021, joining a student organization that is not officially recognized by the school could potentially lead to disciplinary action. While the school generally encourages student involvement in extracurricular activities, it also has certain guidelines and regulations in place to maintain order and ensure the safety of all students.

Officially recognized student organizations are those that have been approved by the Office of Student Affairs (OSAS) and have undergone the necessary processes to become recognized. These organizations are usually given permission to operate on campus, use school facilities, and participate in various events and activities.

If you're interested in joining a student organization, I would recommend reaching out to the OSAS or the specific college or department you're interested in to see if there are any recognized organizations that align with your interests. They can provide you with more information on the recognition process and the benefits of being part of an officially recognized student organization.

Remember, at EARIST, we value the well-being and safety of all students, and we strive to maintain a positive and inclusive campus environment. If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.8,10,,,,,,,,
216,What is the school's policy on smoking or vaping?,easy,direct,Smoking or vaping in unauthorized areas is a minor offense. The handbook also specifies that the Institute is a strictly no-smoking area.," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'd be happy to help you understand the school's policy on smoking or vaping.

According to the Student Handbook 2021, smoking, including e-cigarettes, is strictly prohibited in school premises. This policy is in place to promote a healthy environment for all members of the EARIST community.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",1,7.26,,,,,,,,
217,I recorded my professor's Zoom class and posted it on social media. Am I in trouble?,medium,scenario,"Yes, that is a major offense. The handbook lists 'Unauthorized posting of class videos, recordings, pictures or statements in social media' as a major offense."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about posting a recorded Zoom class on social media, it's important to note that EARIST has strict guidelines regarding the use of social media and posting policies. According to the Student Handbook 2021, under Article XIV and Article XVI, the Institute enforces strict guidelines regarding the right to information, the use of social media, physical advertisements, and the EARIST brand.

Posting digital materials on official accounts requires permission. All digital announcements must bear the signature of the SAS Director and be endorsed to the InfoPAS Director. Materials must not violate contemporary ethical or moral standards.

If you have any concerns or questions about posting the recorded Zoom class, I recommend reaching out to the Office of Student Affairs (OSAS) or the Information and Public Affairs Services (InfoPAS) for clarification. They can provide you with more information on the specific policies and procedures related to posting digital materials on social media.

Remember, it's always best to follow the guidelines and policies set by the Institute to avoid any potential disciplinary actions. If you have any other questions or concerns, please feel free to ask, and I'll do my best to assist you.",0.5,9.76,,,,,,,,
218,My org has an 'initiation'. Is that considered 'hazing' and a major offense?,medium,adversarial,Yes. Hazing is defined as 'inflicting physical or emotional pain and suffering on a neophyte' and is listed as a major offense. This would be banned.,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.5,,,,,,,,
219,What's the most severe penalty the school can give a student?,easy,direct,The most severe disciplinary sanction is Expulsion.," Based on the provided context data from the Student Handbook 2021, the most severe penalty the school can give a student is **Expulsion**. This is an extreme penalty that excludes the student from admission to any public or private school in the Philippines. It requires Board of Trustees (BOT) approval and may be applied during investigation if the student poses a risk.",1,6.09,,,,,,,,
220,What's the difference between being 'dismissed' and 'expelled'?,medium,paraphrased,"Dismissal means you are dropped from the Institute's roll, but you can still transfer to another school. Expulsion is the most extreme penalty; you are dropped from the roll and also disqualified from being admitted to any other public or private educational institution."," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'd be happy to help you understand the difference between being dismissed and expelled.

According to the Student Handbook 2021, both dismissal and expulsion are disciplinary actions taken by the school against students who commit major offenses. However, there are some key differences between the two:

1. **Timeframe:** Dismissal is an immediate exclusion from school rolls, while expulsion is a more extreme penalty that excludes the student from admission to any public or private school in the Philippines.
2. **Board of Trustees (BOT) involvement:** Expulsion requires BOT approval, whereas dismissal does not.
3. **Certificate of Good Moral Character:** Students who are dismissed or expelled will not be allowed to join commencement exercises and will be denied a Certificate of Good Moral Character.
4. **Prescriptive Period:** The school retains the right to take action against violators as long as they are enrolled (Prescriptive Period). Other penalties may include fines, revocation of degree, withholding of diploma, or annotation of the offense on the transcript.

In summary, dismissal is a temporary exclusion from school, while expulsion is a permanent exclusion that prevents the student from attending any school in the Philippines. Both actions are considered major offenses and can have long-lasting consequences for the student's academic and professional future. If you have any further questions, please don't hesitate to ask. I'm here to help!",1,11.17,,,,,,,,
221,Does EARIST have a guidance counselor I can talk to?,easy,direct,"Yes, the school provides Guidance and Counseling Services. These services use an integrated approach to help students, including counseling, information/orientation, testing, and referrals."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about guidance counselors, EARIST does offer walk-in counseling services. You can visit the EARIST Guidance Office to accomplish a Walk-in Slip and sign the Log Sheet, both of which are original copies provided by the office. Once these documents are ready, the Guidance Office Staff will conduct an interview and the counseling session proper.

If you need more information or have specific concerns, please feel free to ask, and I'll do my best to assist you.",1,7.8,,,,,,,,
222,I'm graduating soon. Does the school have programs to help me find a job?,easy,paraphrased,"Yes, the Institute provides Career and Job Placement Services, which include offering regular career seminars and other services to help students with employment."," Hello! As Amang Bot, your friendly student assistant at EARIST, I'd be happy to help you with that.

Yes, the school does have programs to help you find a job after graduation. The EARIST Career Services Office is here to support you in your job search. They offer various services, including resume writing workshops, career counseling, and job fairs. They also maintain connections with local and international companies to provide job opportunities for EARIST graduates.

To get started, you can visit the Career Services Office located in the Student Affairs Building or check their website for more information. You can also reach out to them through their email or phone number if you have any questions or need assistance.

Remember, finding a job after graduation can be a challenging process, but with the right support and resources, you can increase your chances of success. Best of luck on your job search!",1,8.05,,,,,,,,
223,What services does the school clinic offer?,easy,direct,"The Medical and Dental Services provide an entry-level physical examination for new students, free consultation and treatment for minor issues like wounds, and dental services including routine exams and free tooth extractions when indicated."," Hello! I'm AmBOT, your helpful student assistant at EARIST.

Based on my data from the EARIST Citizen's Charter 2025 (1st Edition), the school clinic offers a range of medical and dental services to students, faculty, employees, executive officials, and even extension services (adopted barangays and employee's immediate families).

For medical services, the clinic provides regular consultations and check-ups for both emergency and non-emergency cases. In emergency cases, the student or client will be assessed and provided with immediate first aid or a hospital referral within 15-20 minutes. For non-emergency cases, the assessment takes 20 minutes, followed by a 30-minute consultation where the Medical Officer manages, treats, and provides prescriptions. Both processes conclude with the patient registering in the logbook during a check-out phase facilitated by the Medical Staff. There are no requirements to secure beforehand, and no fees are charged. The total time is approximately 35 minutes for emergency regular cases and 1 hour for non-emergency cases.

The clinic also offers pre-enrollment health assessments for first-year students and transferees, which include a Chest X-ray, a 20-minute interview and assessment, a 30-minute consultation where the Medical Officer reviews the X-ray results, and registration in the logbook. If there are medical findings, the student must provide an additional medical certificate from a specialist regarding the deficiency before the 'Fit to Enroll' form is signed. This service is free of charge and takes 1 hour.

In addition to medical services, the clinic also provides dental check-ups and tooth extractions. For students, the primary requirement is to present their Registration or Enrollment Form, which can be secured from the Office of the Registrar (SARRMS). The client starts by visiting the Dental Clinic and filling out forms for 30 minutes, after which they are referred to the School Dentist. The Dental Officer then performs the dental work-up, treatment, or extraction and provides prescribed medication as needed, a process taking 2 hours. Finally, the client checks out by registering in the logbook for 10 minutes. This service is classified as both G2C and G2G, involves no fees, and has a total processing time of 2 hours and 40 minutes.

If you have any further questions or need assistance with any of these services, please don't hesitate to ask. I'm here to help!",1,13.64,,,,,,,,
224,I left my laptop in a classroom. Is the school security office responsible for helping me find it?,medium,scenario,"No. The handbook states that personal properties like laptops, cellphones, and cash are the 'sole responsibility of the student.' The Security and Safety Office is not held accountable for lost belongings unless you formally deposited those items with them for safekeeping."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about finding your lost laptop, the Institute's Student Handbook 2021 states that personal items like laptops must be reported to the Security and Safety Office upon entry to ensure they can be taken out. However, it does not explicitly mention that the Security and Safety Office is responsible for helping you find your lost laptop.

If you're looking for assistance in finding your lost laptop, I would recommend contacting the Security and Safety Office directly. They may have information about any found items or be able to provide guidance on how to locate your lost laptop.

If you have any other questions or concerns, please feel free to ask! I'm here to help.",0.7,7.29,,,,,,,,
225,What benefits do student-athletes get?,easy,direct,"Student-athletes are eligible for several benefits, including a monthly allowance, travel allowances, free uniforms and personal equipment, and certificates of recognition for winning competitions."," Based on my data from the EARIST Student Handbook 2021, student-athletes are eligible for several benefits. They receive monthly allowances during training and competition, travel allowances and free travel to local competitions, free uniforms, competition shoes, and personal equipment, free seminars and workshops, and certificates of recognition for winning competitions. To be eligible for these benefits, student-athletes must maintain scholastic eligibility, attend mandatory training, and display good sportsmanship. If they violate the Student Handbook, non-participate in practice/games without valid reason, or commit culpable violations in sports competitions, their athlete status will be forfeited.",1,7,,,,,,,,
226,"I'm on the varsity team, so my grades don't matter as much, right?",medium,adversarial,That is incorrect. A requirement to be a student-athlete (for old students) is to have 'No failed grades in his/her previous semester'. One of your duties as an athlete is to 'Establish and maintain athletic and scholastic eligibility'.," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'm here to guide you by explaining our academic policies thoroughly, warmly, and clearly.

Firstly, let me clarify that grades are important for all students, regardless of whether they are part of the varsity team or not. Academic performance is graded using a numerical system, as stated in the Student Handbook 2021. Grades determine a student's academic standing and eligibility for certain programs, scholarships, and other opportunities.

While it's true that varsity team members may have more flexible schedules and less coursework compared to non-varsity students, their grades should still be given the same attention and effort. It's essential to maintain a balance between sports commitments and academic responsibilities to ensure success in both areas.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",1,8.51,,,,,,,,
227,What kind of support does EARIST offer for students with disabilities?,easy,paraphrased,"Yes, the school provides 'Services for Students with Special Needs and Persons with Disabilities'. The Institute accommodates students with disabilities and offers programs like life skills training, counseling, and referrals to specialists when necessary."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding support for students with disabilities, EARIST is committed to providing equal opportunities for all students, including those with disabilities. In accordance with Republic Act 7277, the Institute's Office of Student Affairs and Services (OSAS) supervises student publications and admission services. This means that EARIST ensures that its admission services accommodate applicants with disabilities.

Furthermore, EARIST provides various institutional support programs for its students. These programs include medical and dental services, which are administered by licensed professionals. EARIST also offers insurance coverage for all bonafide students through an external personal accident insurance policy managed by a private company. The annual premium is taken from the student's miscellaneous fees as provided by CHED-UniFAST.

In addition to these services, EARIST also has a Student Publications program, which is staffed by students who pass qualifying exams. The Institute's publications include ""The EARIST Technozette"" and ""The Champion,"" as well as the official yearbook, ""The EARISTians.""

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.9,9.44,,,,,,,,
228,How long does a student org's accreditation last?,easy,direct,The recognition given to a student organization is effective for one (1) school year. The organization must apply to renew it annually.," Based on the provided context from the Student Handbook 2021, the accreditation for a student organization lasts for one school year. To renew their accreditation, the organization must submit an Accomplishment Report with documentation, amendments to the Constitution (if any), lists of new officers, a Master Plan of Activities, program evaluations, and the Faculty Adviser Conforme. Recognition is effective for one school year.",1,6.28,,,,,,,,
229,My friends and I want to start a new org. What's the process?,hard,paraphrased,"To get recognized, you must apply for accreditation by submitting a set of documents to the OSAS. This includes a letter of application, the SAS Application Form, your organization's Constitution and By-Laws, a list of officers and members with their details, a confirmation form from your faculty adviser, and a master plan of your proposed activities for the year."," Hello! I'd be happy to help you understand the process of starting a new student organization at EARIST.

First, let's clarify that you're referring to a newly-founded student organization, correct? If so, the process is slightly different from the one for renewing an existing organization.

To start a new student organization, you'll need to follow these steps:

1. Secure the Accreditation Checklist and forms from the Institute Student Government (ISG) and the SAS Office.
2. Obtain the SAS Accreditation Form from the SAS Office.
3. Submit a Letter of Application for Recognition, the Constitution and By-Laws of the Organization, an Organization Profile, and a List of Officers (including specimen signatures, student numbers, and 2x2 ID photos) to the ISG for initial evaluation.
4. The ISG will log and submit the evaluated documents to the SAS Staff.
5. The Program Head of the Leadership Division will evaluate the submission and issue findings for further compliance if necessary.
6. After complying with any lacking requirements, the SAS Staff and Program Head will perform a final evaluation and print the Certificate of Accreditation.
7. The accreditation will then be endorsed to the SAS Director and VPAA for the Institute President's approval.
8. Finally, the SAS Director will issue the signed Certificate of Accreditation, and the proponent will sign the logbook to receive their copy.

The total turnaround time for this process is 7 days and 50 minutes.

Please note that this process is regulated by the EARIST Student Handbook 2019, Article X, Section 3. If you have any questions or need further clarification, feel free to ask!",1,11.21,,,,,,,,
230,How much can my college-based org charge for a membership fee?,easy,direct,A College-Based Organization's membership fee cannot be more than One Hundred Pesos (P100.00) per school year.,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.48,,,,,,,,
